id quake blast
369528 0.91 0.09
829141 1.00 0.00
1421271 0.86 0.14
1184751 0.92 0.08
994519 1.00 0.00
1319689 0.98 0.02
747062 1.00 0.00
143394 0.23 0.77
514943 0.99 0.01
1311152 0.92 0.08
816912 1.00 0.00
91610 0.01 0.99
79289 0.06 0.94
1233808 1.00 0.00
1302005 1.00 0.00
1061227 0.97 0.03
314601 1.00 0.00
1064292 0.95 0.05
1536466 0.93 0.07
372618 1.00 0.00
516002 0.95 0.05
739796 1.00 0.00
442270 0.97 0.03
1037228 1.00 0.00
611388 0.95 0.05
728651 1.00 0.00
624579 0.98 0.02
1386211 1.00 0.00
488116 1.00 0.00
490244 0.98 0.02
668964 1.00 0.00
148475 0.72 0.28
429722 1.00 0.00
43992 0.01 0.99
1044096 1.00 0.00
733 0.00 1.00
1315962 0.13 0.87
1425708 0.96 0.04
1429302 1.00 0.00
1433001 1.00 0.00
994473 0.32 0.68
679032 1.00 0.00
459185 0.86 0.14
40375 0.00 1.00
914568 0.12 0.88
751338 0.93 0.07
1267197 0.98 0.02
1233927 0.93 0.07
440613 1.00 0.00
1022978 1.00 0.00
657632 1.00 0.00
18325 0.06 0.94
40897 0.02 0.98
1200532 1.00 0.00
784897 1.00 0.00
314680 1.00 0.00
1348419 1.00 0.00
1343249 0.98 0.02
739669 0.93 0.07
1373620 0.85 0.15
547077 0.55 0.45
1244081 0.99 0.01
1392665 1.00 0.00
1042089 0.97 0.03
436979 1.00 0.00
614283 0.83 0.17
171439 0.47 0.53
44554 0.99 0.01
1035398 0.91 0.09
411027 0.96 0.04
715949 0.51 0.49
1543879 1.00 0.00
523597 0.81 0.19
1101937 1.00 0.00
1398570 1.00 0.00
1140296 0.99 0.01
614929 1.00 0.00
784189 1.00 0.00
998952 1.00 0.00
726213 1.00 0.00
1105350 1.00 0.00
1048825 1.00 0.00
442378 1.00 0.00
1079716 1.00 0.00
1315101 0.87 0.13
119300 0.00 1.00
46993 0.43 0.57
1467939 1.00 0.00
1248316 1.00 0.00
1218721 1.00 0.00
1372685 1.00 0.00
1350314 0.76 0.24
122510 0.11 0.89
144681 0.00 1.00
1541214 1.00 0.00
1259382 0.98 0.02
397369 0.22 0.78
534942 1.00 0.00
41296 0.11 0.89
1356914 1.00 0.00
1345963 0.99 0.01
201317 0.05 0.95
325538 0.79 0.21
1108933 1.00 0.00
904201 0.99 0.01
835752 0.96 0.04
706105 0.97 0.03
1109864 0.99 0.01
1390291 0.70 0.30
1243252 0.86 0.14
1043413 1.00 0.00
99553 0.02 0.98
366327 1.00 0.00
819652 0.54 0.46
653272 0.92 0.08
440293 1.00 0.00
1200098 1.00 0.00
1232405 1.00 0.00
1105439 0.99 0.01
1511474 0.61 0.39
3801 0.00 1.00
1200142 1.00 0.00
371402 0.99 0.01
851657 1.00 0.00
1215462 1.00 0.00
9230 0.00 1.00
779201 0.65 0.35
644923 0.85 0.15
334967 0.67 0.33
617810 1.00 0.00
1230027 1.00 0.00
1348302 0.99 0.01
1012572 0.98 0.02
1032783 1.00 0.00
520000 1.00 0.00
1390786 1.00 0.00
1242514 0.99 0.01
78695 0.91 0.09
349177 1.00 0.00
83588 0.02 0.98
915790 0.45 0.55
1436333 0.94 0.06
95459 0.01 0.99
504718 1.00 0.00
1395104 1.00 0.00
1248215 0.98 0.02
1135435 0.97 0.03
591735 0.80 0.20
1130946 0.90 0.10
1375698 0.99 0.01
1214437 1.00 0.00
402486 1.00 0.00
1190151 0.87 0.13
764134 0.38 0.62
1330477 0.76 0.24
917653 0.99 0.01
511169 1.00 0.00
1234941 1.00 0.00
866355 0.99 0.01
767689 1.00 0.00
690653 0.33 0.67
1246239 0.98 0.02
1125368 1.00 0.00
778411 0.95 0.05
781973 0.69 0.31
1232388 1.00 0.00
1069346 1.00 0.00
1084280 0.20 0.80
349242 0.94 0.06
703039 0.97 0.03
103161 0.35 0.65
1404401 0.50 0.50
1299496 0.62 0.38
384007 0.98 0.02
1102349 1.00 0.00
1502847 0.54 0.46
975076 0.87 0.13
633890 0.83 0.17
1103933 0.96 0.04
1376987 1.00 0.00
6587 0.26 0.74
1172198 0.65 0.35
1405184 1.00 0.00
1442438 0.56 0.44
1253957 0.26 0.74
954234 1.00 0.00
958149 1.00 0.00
809047 1.00 0.00
42341 0.01 0.99
1107159 0.97 0.03
1240897 1.00 0.00
1235371 0.92 0.08
1132705 0.08 0.92
1248815 0.54 0.46
1335252 0.78 0.22
1040548 0.00 1.00
624597 1.00 0.00
1432999 0.99 0.01
1407886 0.99 0.01
1011985 1.00 0.00
1091089 1.00 0.00
1125755 1.00 0.00
1244401 1.00 0.00
125823 0.00 1.00
865957 0.30 0.70
707573 1.00 0.00
1484659 1.00 0.00
774177 1.00 0.00
737422 0.98 0.02
1179942 1.00 0.00
552638 0.34 0.66
391658 1.00 0.00
1026326 1.00 0.00
961315 0.88 0.12
735004 0.88 0.12
386234 1.00 0.00
442279 1.00 0.00
611217 1.00 0.00
1539430 0.45 0.55
157559 0.04 0.96
124278 0.00 1.00
407669 1.00 0.00
436954 0.32 0.68
1150265 0.92 0.08
1351131 1.00 0.00
43531 0.37 0.63
1347455 1.00 0.00
1058380 1.00 0.00
481787 0.53 0.47
461039 1.00 0.00
1351819 0.96 0.04
903415 0.78 0.22
1160019 1.00 0.00
593091 1.00 0.00
1130648 0.98 0.02
837182 1.00 0.00
157614 0.01 0.99
1280778 1.00 0.00
1085035 0.18 0.82
1095804 0.65 0.35
401071 0.41 0.59
1152758 0.93 0.07
503223 0.99 0.01
1382684 1.00 0.00
92370 0.01 0.99
971821 1.00 0.00
439766 1.00 0.00
1176180 0.99 0.01
540131 0.97 0.03
1198915 1.00 0.00
415326 1.00 0.00
784184 1.00 0.00
1413721 0.73 0.27
1244387 0.40 0.60
1212333 1.00 0.00
1015489 1.00 0.00
1133110 0.78 0.22
1276751 1.00 0.00
1102830 0.70 0.30
837115 0.97 0.03
1187451 0.99 0.01
345946 0.86 0.14
763626 1.00 0.00
442664 0.78 0.22
1129407 0.86 0.14
1505946 0.96 0.04
1081815 0.69 0.31
851641 0.99 0.01
1084283 0.31 0.69
1103145 0.30 0.70
1181443 0.99 0.01
624519 0.91 0.09
118492 0.37 0.63
404699 1.00 0.00
686397 0.97 0.03
1041780 0.99 0.01
521761 0.99 0.01
1313271 1.00 0.00
1396887 1.00 0.00
565824 0.89 0.11
872369 1.00 0.00
572156 0.98 0.02
1525732 0.03 0.97
1015516 1.00 0.00
501982 1.00 0.00
1316193 0.73 0.27
1370997 0.89 0.11
1421317 0.99 0.01
1216170 1.00 0.00
324851 1.00 0.00
1056770 1.00 0.00
1352548 1.00 0.00
1097263 1.00 0.00
1105391 0.94 0.06
624771 0.66 0.34
1102928 0.98 0.02
1517714 0.41 0.59
1516442 0.99 0.01
1459878 0.87 0.13
1026331 0.99 0.01
1230030 0.83 0.17
459163 0.56 0.44
678934 0.59 0.41
1499339 0.61 0.39
345496 1.00 0.00
668949 0.99 0.01
1293942 0.99 0.01
1192564 1.00 0.00
410545 0.46 0.54
917867 1.00 0.00
631677 1.00 0.00
746301 0.98 0.02
1489701 0.97 0.03
1509378 0.71 0.29
1159943 0.99 0.01
791582 1.00 0.00
825389 1.00 0.00
1046692 0.99 0.01
1306067 0.91 0.09
1055100 1.00 0.00
891698 1.00 0.00
560702 1.00 0.00
1373735 0.45 0.55
718106 1.00 0.00
940207 1.00 0.00
41139 0.33 0.67
45537 0.04 0.96
852207 1.00 0.00
1423841 0.93 0.07
824737 0.97 0.03
986543 0.98 0.02
356641 1.00 0.00
402465 1.00 0.00
1059438 0.99 0.01
1060869 1.00 0.00
474777 1.00 0.00
1172354 1.00 0.00
157468 0.03 0.97
721284 1.00 0.00
1018806 0.69 0.31
644924 1.00 0.00
626710 0.99 0.01
19022 0.00 1.00
433715 1.00 0.00
863289 0.80 0.20
180657 0.00 1.00
946733 1.00 0.00
993874 0.99 0.01
745582 0.07 0.93
1147070 1.00 0.00
851613 1.00 0.00
1053207 1.00 0.00
57719 0.15 0.85
649799 1.00 0.00
18549 0.26 0.74
679512 1.00 0.00
654177 0.93 0.07
644034 0.13 0.87
467438 1.00 0.00
355553 0.71 0.29
989646 0.89 0.11
578708 1.00 0.00
91887 0.19 0.81
1361978 0.99 0.01
19492 0.00 1.00
1372672 1.00 0.00
711505 0.82 0.18
1154384 1.00 0.00
546250 1.00 0.00
1048801 1.00 0.00
1315893 0.99 0.01
703069 1.00 0.00
99954 0.10 0.90
27177 0.03 0.97
958148 1.00 0.00
1399291 1.00 0.00
28354 0.33 0.67
386655 0.96 0.04
59464 0.01 0.99
980192 0.31 0.69
1037180 1.00 0.00
1329254 0.99 0.01
545424 1.00 0.00
1163374 0.99 0.01
1134950 0.98 0.02
905485 1.00 0.00
706066 0.92 0.08
728276 1.00 0.00
511882 0.97 0.03
831240 0.98 0.02
978296 0.86 0.14
1092789 0.97 0.03
772635 1.00 0.00
455681 1.00 0.00
1237236 0.97 0.03
1208737 1.00 0.00
1117974 0.96 0.04
992550 0.75 0.25
1294696 1.00 0.00
148419 0.03 0.97
715585 0.99 0.01
891896 1.00 0.00
957819 0.55 0.45
739800 0.39 0.61
1448 0.03 0.97
352938 0.99 0.01
45549 0.19 0.81
1030054 1.00 0.00
1040807 0.37 0.63
1032389 1.00 0.00
1032546 1.00 0.00
1346010 0.70 0.30
1440483 1.00 0.00
1501771 0.99 0.01
878377 1.00 0.00
814671 0.94 0.06
583332 0.99 0.01
160516 0.00 1.00
1506633 1.00 0.00
1097231 1.00 0.00
483566 1.00 0.00
898104 0.86 0.14
1464706 1.00 0.00
1104249 1.00 0.00
295651 0.00 1.00
776779 0.05 0.95
324855 1.00 0.00
520332 0.99 0.01
1431442 1.00 0.00
1006062 0.99 0.01
108805 0.01 0.99
346329 0.93 0.07
1397066 1.00 0.00
922788 0.37 0.63
569609 0.93 0.07
1107726 0.71 0.29
813450 0.99 0.01
180650 0.00 1.00
1207207 0.16 0.84
1534368 0.72 0.28
597443 1.00 0.00
1452718 0.98 0.02
463077 1.00 0.00
955364 1.00 0.00
1177944 0.95 0.05
681399 1.00 0.00
1407908 1.00 0.00
1174221 0.13 0.87
1101384 0.47 0.53
767885 1.00 0.00
1487362 1.00 0.00
521016 1.00 0.00
986304 0.99 0.01
18314 0.77 0.23
42676 0.00 1.00
1043247 1.00 0.00
450821 1.00 0.00
1248810 1.00 0.00
1398579 1.00 0.00
659219 1.00 0.00
1058782 1.00 0.00
1054957 0.99 0.01
80853 0.09 0.91
489557 0.89 0.11
1199888 1.00 0.00
148946 0.15 0.85
984082 0.98 0.02
916646 1.00 0.00
1465029 1.00 0.00
1037415 0.96 0.04
1451438 0.91 0.09
34926 0.42 0.58
998800 0.42 0.58
1276366 1.00 0.00
546262 1.00 0.00
1205886 1.00 0.00
114922 0.60 0.40
143748 0.32 0.68
1316230 0.97 0.03
769278 1.00 0.00
1000684 1.00 0.00
725699 1.00 0.00
880077 0.34 0.66
351727 0.88 0.12
1525151 0.92 0.08
1064213 1.00 0.00
981716 0.96 0.04
1301157 1.00 0.00
661567 1.00 0.00
20959 0.00 1.00
455728 1.00 0.00
1462566 1.00 0.00
684579 0.99 0.01
1004983 1.00 0.00
818408 0.99 0.01
1018783 1.00 0.00
452050 1.00 0.00
156040 0.17 0.83
1262132 0.99 0.01
1442786 1.00 0.00
1142741 0.81 0.19
710408 0.98 0.02
704084 0.66 0.34
1063359 1.00 0.00
369015 0.99 0.01
655143 1.00 0.00
342725 1.00 0.00
1399245 1.00 0.00
1219193 1.00 0.00
411149 0.99 0.01
1081814 0.39 0.61
992031 1.00 0.00
1193758 0.67 0.33
694031 0.95 0.05
1378186 1.00 0.00
324856 1.00 0.00
1041473 1.00 0.00
72798 0.01 0.99
398045 0.56 0.44
1133887 1.00 0.00
442386 1.00 0.00
1068895 1.00 0.00
886331 0.38 0.62
699857 0.87 0.13
365804 0.99 0.01
95771 0.01 0.99
894879 0.95 0.05
23197 0.73 0.27
531941 0.99 0.01
665635 0.80 0.20
273603 0.00 1.00
1537267 0.96 0.04
20565 0.00 1.00
613544 1.00 0.00
985393 0.30 0.70
860165 0.95 0.05
548429 0.65 0.35
149057 0.11 0.89
402363 1.00 0.00
1159123 0.29 0.71
1057591 1.00 0.00
703041 1.00 0.00
717803 1.00 0.00
1013893 1.00 0.00
1037745 0.92 0.08
771873 0.90 0.10
457056 0.33 0.67
1267160 1.00 0.00
401658 0.96 0.04
1178726 1.00 0.00
273605 0.06 0.94
24569 0.00 1.00
88491 0.02 0.98
1227628 0.35 0.65
936450 1.00 0.00
1498531 0.99 0.01
1421039 0.96 0.04
597138 0.92 0.08
862704 0.99 0.01
972658 1.00 0.00
409208 0.99 0.01
825416 1.00 0.00
492642 0.62 0.38
119899 0.00 1.00
902642 0.89 0.11
887454 0.97 0.03
1375374 0.88 0.12
462236 1.00 0.00
398095 1.00 0.00
66738 0.70 0.30
1325033 1.00 0.00
437473 1.00 0.00
1112526 0.98 0.02
1223512 0.32 0.68
678596 0.24 0.76
897338 1.00 0.00
1479409 1.00 0.00
401733 0.84 0.16
1062086 1.00 0.00
85309 0.00 1.00
1212671 0.94 0.06
614290 0.86 0.14
365795 1.00 0.00
1102412 1.00 0.00
923926 0.56 0.44
907679 1.00 0.00
678387 0.99 0.01
893100 0.99 0.01
424120 1.00 0.00
325189 0.99 0.01
90998 0.00 1.00
838642 0.95 0.05
592029 0.77 0.23
349187 1.00 0.00
1533227 0.99 0.01
482600 1.00 0.00
1061895 1.00 0.00
846745 1.00 0.00
143371 0.02 0.98
713980 1.00 0.00
1371329 0.96 0.04
1525443 0.98 0.02
1318880 0.99 0.01
1233813 0.99 0.01
202265 0.00 1.00
493993 0.83 0.17
917165 0.98 0.02
433194 1.00 0.00
242632 0.04 0.96
1380551 1.00 0.00
1269999 1.00 0.00
1038557 0.99 0.01
542346 1.00 0.00
1374725 1.00 0.00
1226750 0.86 0.14
1407891 1.00 0.00
618661 1.00 0.00
1519269 0.91 0.09
61166 0.13 0.87
736068 0.99 0.01
1062298 0.87 0.13
1509787 0.92 0.08
1103162 0.94 0.06
915484 0.97 0.03
907157 1.00 0.00
362642 1.00 0.00
1505923 0.98 0.02
838301 0.14 0.86
712517 0.96 0.04
450689 0.96 0.04
523607 0.93 0.07
1006220 1.00 0.00
457050 0.99 0.01
1446464 1.00 0.00
1200082 1.00 0.00
1068427 1.00 0.00
171388 0.20 0.80
453446 1.00 0.00
1101530 1.00 0.00
351990 0.98 0.02
452256 0.97 0.03
1271716 1.00 0.00
492618 0.82 0.18
1509797 0.59 0.41
1423243 0.96 0.04
1546127 1.00 0.00
565822 1.00 0.00
723756 0.77 0.23
1431454 0.96 0.04
541926 1.00 0.00
322015 0.81 0.19
1230564 0.99 0.01
1053194 1.00 0.00
1061935 0.99 0.01
499544 1.00 0.00
983048 0.99 0.01
1084162 1.00 0.00
615569 1.00 0.00
1278927 0.99 0.01
86583 0.03 0.97
1141888 0.93 0.07
1042254 0.95 0.05
597476 0.84 0.16
1490137 1.00 0.00
1193924 1.00 0.00
876300 1.00 0.00
91617 0.59 0.41
1505955 1.00 0.00
873419 1.00 0.00
1457677 0.90 0.10
1420407 1.00 0.00
235112 0.01 0.99
624552 1.00 0.00
402362 0.93 0.07
1245674 1.00 0.00
595883 1.00 0.00
146854 0.00 1.00
546392 1.00 0.00
858392 1.00 0.00
1026336 1.00 0.00
35055 0.06 0.94
1126641 1.00 0.00
1469473 0.94 0.06
1288235 0.98 0.02
804048 1.00 0.00
1071638 1.00 0.00
1372670 1.00 0.00
1353696 0.94 0.06
902925 1.00 0.00
1324516 0.98 0.02
607716 1.00 0.00
804267 0.85 0.15
789843 0.99 0.01
1108915 0.99 0.01
789858 1.00 0.00
1542395 1.00 0.00
83572 0.13 0.87
946633 0.32 0.68
1173923 0.89 0.11
874818 0.77 0.23
1413768 1.00 0.00
506722 0.99 0.01
1523494 0.85 0.15
564802 0.54 0.46
1038581 0.97 0.03
944162 0.95 0.05
1167295 1.00 0.00
1335021 1.00 0.00
705119 0.64 0.36
77853 0.03 0.97
1427673 0.98 0.02
646285 0.99 0.01
692238 0.07 0.93
1543292 0.98 0.02
1502569 1.00 0.00
1317556 1.00 0.00
717288 0.90 0.10
1524740 0.63 0.37
578697 0.98 0.02
425127 1.00 0.00
1194263 1.00 0.00
1210554 1.00 0.00
1099478 1.00 0.00
924601 0.41 0.59
669305 0.78 0.22
933098 1.00 0.00
692036 0.99 0.01
320039 1.00 0.00
841358 1.00 0.00
1015470 1.00 0.00
3844 0.00 1.00
1286609 0.96 0.04
1071578 1.00 0.00
1233120 0.33 0.67
514633 0.99 0.01
700295 0.90 0.10
622137 0.27 0.73
518189 1.00 0.00
1173322 0.94 0.06
852531 1.00 0.00
986776 0.99 0.01
373607 0.89 0.11
984984 0.99 0.01
364559 0.61 0.39
1413722 1.00 0.00
1313255 1.00 0.00
20650 0.03 0.97
347697 1.00 0.00
1302740 1.00 0.00
1439322 0.91 0.09
660449 0.99 0.01
235103 0.00 1.00
755953 1.00 0.00
1358988 1.00 0.00
327521 1.00 0.00
1376832 1.00 0.00
1501758 1.00 0.00
622177 0.99 0.01
826073 0.87 0.13
1022812 0.99 0.01
1296796 0.58 0.42
1168985 0.52 0.48
636605 1.00 0.00
737828 1.00 0.00
1019302 1.00 0.00
1130838 0.99 0.01
1501472 1.00 0.00
824027 0.00 1.00
938082 0.87 0.13
1164502 1.00 0.00
1419353 0.89 0.11
955331 1.00 0.00
1023973 0.93 0.07
924657 1.00 0.00
1135026 1.00 0.00
1390750 0.77 0.23
59793 0.18 0.82
520001 1.00 0.00
1022680 1.00 0.00
439728 0.99 0.01
653512 1.00 0.00
1354073 0.98 0.02
365124 0.93 0.07
33200 0.62 0.38
999330 1.00 0.00
1068906 0.53 0.47
968529 1.00 0.00
1287064 1.00 0.00
1029019 1.00 0.00
669320 0.32 0.68
154817 0.09 0.91
55332 0.05 0.95
253497 0.78 0.22
314606 1.00 0.00
1128423 1.00 0.00
453459 0.29 0.71
767869 1.00 0.00
605096 0.92 0.08
382677 0.91 0.09
1391539 1.00 0.00
1357378 0.89 0.11
1170797 0.98 0.02
1466844 1.00 0.00
998906 1.00 0.00
873415 1.00 0.00
452002 1.00 0.00
455746 0.99 0.01
1341327 0.79 0.21
1467302 0.99 0.01
1538720 0.99 0.01
1195740 0.97 0.03
1350878 1.00 0.00
829472 0.97 0.03
1421245 0.99 0.01
141972 0.26 0.74
1123004 1.00 0.00
894862 1.00 0.00
1294350 0.99 0.01
60120 0.42 0.58
1240097 0.99 0.01
1000607 1.00 0.00
375783 1.00 0.00
738651 0.99 0.01
975248 1.00 0.00
1097226 1.00 0.00
333181 1.00 0.00
673252 1.00 0.00
554273 0.99 0.01
107815 0.00 1.00
757955 0.97 0.03
953719 1.00 0.00
1513382 1.00 0.00
879441 0.06 0.94
1109321 1.00 0.00
905507 1.00 0.00
654811 0.94 0.06
1007199 0.99 0.01
572773 0.95 0.05
1153282 0.96 0.04
1205849 1.00 0.00
148415 0.30 0.70
962633 1.00 0.00
866328 0.99 0.01
1255554 0.96 0.04
1084046 0.93 0.07
1459443 1.00 0.00
78745 0.58 0.42
1420692 0.99 0.01
978319 1.00 0.00
737426 1.00 0.00
101421 0.00 1.00
996639 1.00 0.00
541931 1.00 0.00
1521614 1.00 0.00
511186 0.99 0.01
1449470 1.00 0.00
1172336 0.98 0.02
480886 1.00 0.00
148453 0.00 1.00
49127 0.00 1.00
962642 0.79 0.21
916623 0.99 0.01
867158 0.14 0.86
971158 0.98 0.02
1376480 1.00 0.00
1335416 0.82 0.18
989795 1.00 0.00
23991 0.63 0.37
1444445 0.74 0.26
37301 0.02 0.98
1452255 1.00 0.00
370093 0.82 0.18
517382 1.00 0.00
1195080 0.99 0.01
84725 0.01 0.99
395250 0.75 0.25
506191 0.95 0.05
841679 1.00 0.00
98221 0.44 0.56
375412 1.00 0.00
1082051 1.00 0.00
1099569 1.00 0.00
1290255 1.00 0.00
910274 0.41 0.59
910979 0.11 0.89
1006070 0.99 0.01
658894 1.00 0.00
1259451 0.67 0.33
56939 0.00 1.00
747074 0.99 0.01
646243 1.00 0.00
1110990 0.59 0.41
667260 0.97 0.03
1215949 0.19 0.81
1014911 0.77 0.23
1414629 0.99 0.01
1072011 1.00 0.00
1273465 1.00 0.00
1316231 1.00 0.00
718407 0.99 0.01
758216 0.92 0.08
339721 1.00 0.00
1035063 0.99 0.01
1084334 1.00 0.00
666088 0.78 0.22
145451 0.60 0.40
347685 0.98 0.02
468279 0.79 0.21
529181 0.61 0.39
938795 1.00 0.00
1181781 0.69 0.31
666223 1.00 0.00
344809 0.53 0.47
81870 0.05 0.95
1122033 1.00 0.00
770669 0.45 0.55
942136 1.00 0.00
637705 0.96 0.04
96188 0.77 0.23
80256 0.02 0.98
1309850 1.00 0.00
850259 0.75 0.25
422110 1.00 0.00
1041260 1.00 0.00
746980 1.00 0.00
536754 1.00 0.00
1328631 1.00 0.00
171384 0.36 0.64
1508777 0.54 0.46
705074 0.99 0.01
367190 1.00 0.00
779712 0.71 0.29
600704 1.00 0.00
1292647 0.92 0.08
1180963 0.99 0.01
516323 1.00 0.00
912201 1.00 0.00
1497846 1.00 0.00
1208723 1.00 0.00
138711 0.00 1.00
1409898 0.40 0.60
1475049 0.98 0.02
1113752 1.00 0.00
80219 0.07 0.93
972719 0.62 0.38
414345 0.19 0.81
699860 0.99 0.01
1088606 0.27 0.73
1283331 1.00 0.00
1272142 0.96 0.04
993706 1.00 0.00
1413283 0.82 0.18
375433 1.00 0.00
569761 1.00 0.00
87595 0.25 0.75
900143 1.00 0.00
1007170 0.91 0.09
395253 0.73 0.27
900762 0.99 0.01
649699 1.00 0.00
963340 0.21 0.79
1497274 1.00 0.00
401249 1.00 0.00
915780 1.00 0.00
1093254 1.00 0.00
874131 0.72 0.28
1224733 1.00 0.00
12287 0.01 0.99
340748 1.00 0.00
924780 0.93 0.07
365116 0.98 0.02
1319176 0.93 0.07
1068424 0.78 0.22
993712 0.94 0.06
1329228 1.00 0.00
728629 1.00 0.00
1205878 1.00 0.00
90085 0.00 1.00
804229 0.96 0.04
482726 0.72 0.28
1107708 0.99 0.01
511281 1.00 0.00
1491805 0.43 0.57
341272 0.95 0.05
476682 1.00 0.00
1145320 0.22 0.78
598469 1.00 0.00
70889 0.07 0.93
150576 0.57 0.43
26907 0.27 0.73
1180325 1.00 0.00
917202 0.96 0.04
766498 1.00 0.00
932493 1.00 0.00
1367462 1.00 0.00
1544710 0.93 0.07
1104439 0.98 0.02
146868 0.52 0.48
193256 0.03 0.97
652075 1.00 0.00
689809 0.92 0.08
542145 0.98 0.02
1190158 1.00 0.00
626712 0.99 0.01
942148 0.49 0.51
345967 1.00 0.00
1377011 0.98 0.02
366706 1.00 0.00
734152 1.00 0.00
53050 0.08 0.92
120831 0.05 0.95
1072425 1.00 0.00
1222751 1.00 0.00
886073 1.00 0.00
463612 0.91 0.09
534389 1.00 0.00
89892 0.01 0.99
19635 0.10 0.90
567641 0.92 0.08
655847 1.00 0.00
106578 0.84 0.16
455748 0.96 0.04
647648 1.00 0.00
717567 1.00 0.00
1018267 0.99 0.01
1390808 0.87 0.13
1159892 0.97 0.03
80260 0.09 0.91
824014 1.00 0.00
511195 0.86 0.14
1491354 1.00 0.00
665973 0.53 0.47
1068436 0.98 0.02
993868 0.99 0.01
552637 0.02 0.98
736118 0.98 0.02
928516 0.99 0.01
855923 1.00 0.00
329054 0.98 0.02
354973 0.98 0.02
375430 1.00 0.00
1273189 1.00 0.00
1047078 0.80 0.20
936432 1.00 0.00
1212783 0.93 0.07
739632 1.00 0.00
662842 0.83 0.17
331255 0.92 0.08
1015358 0.87 0.13
1071088 1.00 0.00
1171528 0.88 0.12
777064 0.99 0.01
791543 0.94 0.06
407697 0.36 0.64
1408888 1.00 0.00
655996 1.00 0.00
1276744 1.00 0.00
819655 1.00 0.00
891658 1.00 0.00
102260 0.26 0.74
1064081 1.00 0.00
1360376 0.41 0.59
656017 0.99 0.01
474154 1.00 0.00
756222 0.56 0.44
717508 0.98 0.02
84726 0.71 0.29
1153541 1.00 0.00
671562 1.00 0.00
1456927 0.45 0.55
345129 0.94 0.06
770484 0.98 0.02
1200444 0.98 0.02
838171 0.99 0.01
639122 0.87 0.13
491291 1.00 0.00
511049 1.00 0.00
874830 0.99 0.01
736121 0.97 0.03
1346152 1.00 0.00
599871 0.23 0.77
615568 1.00 0.00
1240098 0.98 0.02
965945 0.93 0.07
944121 1.00 0.00
1203899 0.75 0.25
115935 0.29 0.71
1119877 1.00 0.00
1450859 0.24 0.76
130891 0.18 0.82
1173206 1.00 0.00
986562 1.00 0.00
409991 0.99 0.01
1054866 0.98 0.02
1060921 1.00 0.00
417695 1.00 0.00
992037 1.00 0.00
1313684 0.98 0.02
610435 1.00 0.00
981452 0.99 0.01
986537 0.68 0.32
1327148 0.81 0.19
981721 0.83 0.17
1478218 0.00 1.00
380679 0.97 0.03
504041 1.00 0.00
342749 1.00 0.00
630673 1.00 0.00
1045040 0.97 0.03
96555 0.00 1.00
1490174 0.97 0.03
747052 0.77 0.23
923654 1.00 0.00
15600 0.03 0.97
779190 0.99 0.01
657203 1.00 0.00
332823 0.78 0.22
1414554 0.32 0.68
962270 0.90 0.10
733838 1.00 0.00
414421 0.99 0.01
388269 0.99 0.01
1479401 1.00 0.00
708165 1.00 0.00
383999 1.00 0.00
1181266 0.52 0.48
924265 0.95 0.05
541129 0.83 0.17
88650 0.21 0.79
435773 0.95 0.05
144699 0.00 1.00
504986 0.99 0.01
37758 0.00 1.00
1372470 0.86 0.14
611218 0.92 0.08
668762 0.87 0.13
375258 1.00 0.00
588875 0.99 0.01
1071587 1.00 0.00
1402652 1.00 0.00
1200772 0.98 0.02
594625 0.81 0.19
1277386 1.00 0.00
1200535 0.75 0.25
83570 0.02 0.98
1352591 0.75 0.25
605138 1.00 0.00
98947 0.03 0.97
1374316 0.89 0.11
917209 0.67 0.33
1434645 0.98 0.02
461335 0.98 0.02
1056885 1.00 0.00
332621 0.97 0.03
96549 0.26 0.74
1248442 0.93 0.07
1187840 1.00 0.00
547329 1.00 0.00
978885 1.00 0.00
1193678 1.00 0.00
889205 1.00 0.00
896997 0.62 0.38
679523 0.90 0.10
1501443 1.00 0.00
1248470 0.71 0.29
956504 0.98 0.02
100445 0.02 0.98
891808 0.98 0.02
1092267 1.00 0.00
1270520 1.00 0.00
595881 1.00 0.00
371447 0.89 0.11
1467426 1.00 0.00
1205846 1.00 0.00
386658 0.93 0.07
1168554 1.00 0.00
1094114 1.00 0.00
957993 1.00 0.00
897367 1.00 0.00
897328 0.72 0.28
763437 1.00 0.00
1461183 1.00 0.00
1039532 1.00 0.00
1105429 0.99 0.01
495347 0.77 0.23
1382814 1.00 0.00
578707 0.99 0.01
985689 1.00 0.00
114885 0.01 0.99
709073 1.00 0.00
1502364 0.88 0.12
553267 1.00 0.00
565842 0.97 0.03
637305 0.32 0.68
1526093 0.99 0.01
841351 1.00 0.00
884462 1.00 0.00
483630 1.00 0.00
534915 1.00 0.00
1256887 1.00 0.00
569835 1.00 0.00
777740 0.99 0.01
1106583 1.00 0.00
748081 1.00 0.00
317416 0.87 0.13
403774 0.88 0.12
33565 0.11 0.89
1022639 1.00 0.00
977043 0.99 0.01
1533229 1.00 0.00
1145456 0.90 0.10
461367 1.00 0.00
611394 0.99 0.01
720338 1.00 0.00
1230558 0.86 0.14
990646 1.00 0.00
595993 0.99 0.01
686458 1.00 0.00
1525011 0.95 0.05
29537 0.00 1.00
1435985 1.00 0.00
1076024 0.97 0.03
214825 0.00 1.00
766531 1.00 0.00
947484 0.85 0.15
1091271 1.00 0.00
